place_id,name,latitud,longitud,rating,user_ratings_total,id_estatus,id_colonia,id_macro,id_lista_types,sector_1,sector_2,sector_3,sector_4,sector_5,sector_6,sector_7
ChIJHdRgw3cAzoURAi66N-ZL1OI,CAFEBRERIA EL PENDULO,19.3039706,-99.1913546,4.5,5154,1,7.0,1,"[46, 18, 41, 45, 11]",True,False,False,False,False,False,False
ChIJxYNTT3AAzoUR2KEQfh0ezF8,KFC,19.3038697,-99.1805824,3.7,2673,1,11.0,1,"[14, 17, 45, 11]",True,False,False,False,False,False,False
ChIJqbumKnYAzoURGbqpRQEtv4s,RESTAURANTE GARABATOS PERISUR,19.3044996,-99.1888575,4.4,3107,1,12.0,1,"[18, 70, 17, 41, 45, 11]",True,False,False,False,False,False,False
ChIJvf3Dh9j_zYUR5etQFpAl2Bw,MIYAKO PERISUR,19.3040053,-99.1888575,4.5,2553,1,2.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJ5eXcxHcAzoUR1PvuU0xza-c,SIXTIES BURGER,19.3045857,-99.1894528,3.8,814,1,13.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJcVD1JnYAzoUR5at7i6LvbnQ,KFC,19.3047098,-99.1896606,3.6,1243,1,7.0,1,"[14, 17, 45, 11]",True,False,False,False,False,False,False
ChIJJ91GJnYAzoUR79lpZh7a6IA,MCDONALD'S,19.3046285,-99.1896371,3.8,1796,1,13.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJJVVOT3AAzoUR5qqPIiqPZGE,PIZZA HUT,19.3038794,-99.1804499,4.0,1520,1,1.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJHeIAZgABzoURgfC5Zx6_39Q,CARL'S JR.,19.3048959,-99.1892179,3.5,43,1,1.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJ7XZw7nABzoURonvAJFLDKms,EL FAROLITO PERISUR,19.3043779,-99.1896673,4.1,8,1,14.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJI7vB_88BzoURyyQJOCDqic4,EXPERIENCIA GOURMET LIVERPOOL,19.3043779,-99.1896673,4.2,1197,1,14.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJGY5H9Qb_zYURtVMydIyL-kE,STARBUCKS PERISUR RESERVE,19.3048,-99.19,4.4,523,1,1.0,1,"[18, 45, 11, 41]",True,False,False,False,False,False,False
ChIJ3dQoiY8BzoURzQFZmR3-HvA,RESTAURANTE LIVERPOOL,19.3042002,-99.1896238,2.3,73,1,7.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJZ1Rxhpf_zYURFILCkam5k18,THE CHEESECAKE FACTORY PERISUR,19.3045546,-99.1901196,4.5,4572,1,1.0,1,"[18, 25, 45, 11, 41]",True,False,False,False,False,False,False
ChIJRf5Ydn4BzoURqfdj9PP1Bl4,MEXICANO AL 100,19.30422709999999,-99.1898006,1.9,10,1,1.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJR8jvphYBzoURirNV_-1tUUE,DOMINO'S PERISUR,19.304316,-99.188971,3.7,376,1,2.0,1,"[14, 17, 45, 11]",True,False,False,False,False,False,False
ChIJBeT2ewD_zYURkEcbmfayHZ4,CENTRO COMERCIAL PERISUR,19.3044856,-99.190217,4.7,153,1,7.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJC0QJ3jD_zYURGEVYE1Wguxc,SUSHI ROLL,19.3043912,-99.1904043,4.4,2112,1,1.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJJYrgebsBzoURMgaLN2q__9Q,LUCKY BONES,19.30458399999999,-99.1905974,4.5,135,1,1.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJLUc3LJf_zYURjNPy6zwzKBM,FONDA ARGENTINA PERISUR,19.30458399999999,-99.1905974,4.1,304,1,1.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJVX2evFv_zYURchfreFIA52E,GREEN GRASS PERISUR,19.303739,-99.190184,4.4,200,1,15.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJxdrpZPQBzoURTX9bxs9Hz5g,LE MACARON BOUTIQUE LIVERPOOL PERISUR,19.3042144,-99.1882919,3.4,5,1,1.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJUQ-Iftj_zYURtkRLf5oyQAg,ITZU,19.3036803,-99.1902066,2.6,55,1,7.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJfwdhudn_zYURvpPyJXCW5U0,STAR GRILL,19.3045316,-99.1911815,4.7,555,1,7.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJMwgOUhv_zYURWADMnwotMNw,CREPERIE DE LA PAIX PERISUR,19.3045316,-99.1911815,2.0,1,1,7.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJRym6BUP_zYURfIeA-jBHQB4,EL RESTAURANTE PALACIO PERISUR,19.3045316,-99.1911815,3.8,31,1,7.0,1,"[45, 18, 25, 11, 41]",True,False,False,False,False,False,False
ChIJp21F6rD_zYURyKEXQo2VHyg,ANIMATION CAFE,19.3038249,-99.1880988,4.0,1118,1,14.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJbQBeUt3_zYURSv2ytJYp7w4,FOGO DE CHAO PERISUR,19.3032542,-99.1901517,4.9,11279,1,1.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJo3KeewABzoUR8w9eWIibXXE,TACOS Y BURGER GRILL,19.3056112,-99.1876852,5.0,1,1,1.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJzZyzYHYAzoURTu1KHD63iio,TACOS LA CARPA,19.3055295,-99.1875969,4.1,246,1,1.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJ5b4l5YIBzoURBr6zVKDsChQ,TACOS PERISUR,19.305665,-99.187657,4.4,20,1,1.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJJbKiQlsBzoURmdtI9TCR8fo,EL RINCON DEL CRACK GOURMET,19.305665,-99.187657,4.5,19,0,16.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJ110OZQABzoURauXswpWiBoQ,TACOS DE MIXIOTE “EL MIXIOTITO DE ORO” L,19.3028171,-99.1894119,4.5,83,1,1.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJ_VWFK8H_zYURfxB1UvSHFDU,SLIDERS PALACIO DE HIERRO PERISUR,19.3039888,-99.1915826,4.3,303,1,2.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJI5uPMFYBzoUR3EgStY4jPWo,SR.CHILAQUILES,19.30555069999999,-99.1873739,5.0,7,1,2.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJ2RtbIJX_zYURWGTB3KL0GWI,LA CANTINA PALACIO PERISUR,19.3043362,-99.1917838,3.8,98,1,7.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJnTAkwfv_zYURuGIeLy9wrkI,LE PAIN QUOTIDIEN,19.3041071,-99.191945,4.4,80,1,17.0,1,"[45, 18, 70, 11, 41]",True,False,False,False,False,False,False
ChIJfaD1OwD_zYUR09aCXgKCrKA,PELTRE LONCHERIA PERISUR,19.3040571,-99.1919665,3.9,110,1,1.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJ93siIAD_zYUR7jw7m_Samlo,CANCINO,19.3039784,-99.1919481,4.7,199,1,1.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJucRo2xr_zYURI1_5TOXgG0Y,EL CAFE PALACIO PERISUR,19.3039113,-99.1919568,3.8,47,1,2.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJY5Fd6lb_zYURfVMmAeC7AqU,TAQUERIA EL CALIFA (TERRAZA PALACIO PERISUR),19.3039461,-99.1920168,4.3,24,1,1.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJJ6onKg8BzoUR-6erc6nOHWg,JUANITA'S HOT DOGS Y HAMBURGUESAS,19.3020849,-99.189138,5.0,2,1,10.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJnwiOyvUBzoUR0Ad68mdC6Bg,QUESADILLAS Y GORDITAS,19.3071016,-99.1869266,4.0,1,1,1.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJpxqKNBb_zYURaisJTTmn5XM,LA CHILAQUILIZA,19.30769729999999,-99.1913995,4.3,4,1,2.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJv75_reABzoURmou4oC9fGdw,TACOS DE GUISADO LAS CAZUELAS ARIS,19.30511809999999,-99.1857978,4.0,2,1,1.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJeQ-8FSoBzoURjeZenxjlANA,MATI & SILVIA,19.30512,-99.1857636,5.0,2,1,1.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJY6ugXQABzoURRyypTEgFlTE,TOSTADAS VIOLETA,19.3051229,-99.1857334,4.4,7,1,1.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJqa_Vqm3_zYURGyiLL4swBYk,TACOS DE CANASTA LA ROCA,19.3032895,-99.1933088,4.3,76,1,18.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJJb5UIQABzoURnkCLsDZ8F9U,ANIMACION CAFE,19.3014963,-99.187237,5.0,1,1,19.0,1,"[45, 11]",True,False,False,False,False,False,False
ChIJZZFGwb3_0YURZbU5_NelII0,EL GLOBO,19.3044911,-99.1910415,4.0,350,1,2.0,1,"[18, 70, 11, 41]",True,False,False,False,False,False,False
ChIJz9-s1HcAzoURdE0fRu2VeHM,HAAGEN-DAZS,19.304376,-99.1890049,4.5,837,1,7.0,1,"[18, 11, 41]",True,False,False,False,False,False,False
ChIJJw3agNj_zYURrJo_6vHxZ-E,STARBUCKS PERISUR,19.3039072,-99.1888903,4.3,4433,1,7.0,1,"[18, 11, 41]",True,False,False,False,False,False,False
ChIJAec2Mlr_zYURQrX1FJQO5n8,BUCRA COFFEE PERISUR,19.3040122,-99.1902687,4.7,501,1,1.0,1,"[18, 11, 41]",True,False,False,False,False,False,False
ChIJt_bLe40BzoURwg4_vgaY8o0,EL PATIO PEDREGAL,19.3056552,-99.1881115,4.6,59,1,7.0,1,"[18, 11, 41]",True,False,False,False,False,False,False
ChIJhe9RODT_zYUROlCYIxBODX0,CAFE LANCE WYMAN,19.3043388,-99.1918088,4.4,13,1,7.0,1,"[18, 11]",True,False,False,False,False,False,False
ChIJI1XjXQABzoURLTHxNEhuFJw,DESAYUNOS MELI,19.3020515,-99.18835,3.7,14,1,10.0,1,"[18, 11, 41]",True,False,False,False,False,False,False
ChIJhU4KbwD_zYURTjImM7VUj4E,ZACATEPETL DESAYUNOS,19.3030278,-99.193152,5.0,1,1,7.0,1,"[18, 11, 41]",True,False,False,False,False,False,False
ChIJJ0vU3tn_zYURNVQsYP32w64,CAFETERIA LA ESPERANZA,19.3011384,-99.1930924,3.9,77,1,10.0,1,"[18, 11, 41]",True,False,False,False,False,False,False
ChIJp2AC_yoBzoURCmCX5n43TZ4,TANGO'S BARBER,19.3049838,-99.1840432,4.4,33,1,1.0,1,"[18, 69, 11, 42, 41]",True,False,False,False,False,False,False
ChIJ7Uy9rVsBzoURjWGWnOg6-BA,UNO PA' LLEVAR CAFE,19.3049879,-99.1839931,5.0,1,1,20.0,1,"[18, 11]",True,False,False,False,False,False,False
ChIJx3wyP54BzoURCNKyw1IPkEY,TRES 21 ARTE - CAFE,19.3037693,-99.183965,4.5,23,1,1.0,1,"[18, 11, 41]",True,False,False,False,False,False,False
ChIJP2SdD6oBzoURxKw4ug7Or7g,CAFETERIA DE LA UNIDAD DE POSGRADO,19.3093221,-99.1851332,2.8,22,1,21.0,1,"[18, 11, 41]",True,False,False,False,False,False,False
ChIJuYAU7HQAzoURk1HSMRQjH6o,COFFEE CAPITAL ECONOMICS GRADUATE,19.3108889,-99.1860402,4.4,46,1,21.0,1,"[18, 11]",True,False,False,False,False,False,False
ChIJPzmTJAABzoURD0r8JJBTcQ4,ELOTES Y ESQUITES “EL DESGRACIADO”,19.2978508,-99.1858601,4.4,7,1,19.0,1,"[18, 41, 45, 11]",True,False,False,False,False,False,False
ChIJp90NvqoBzoURFCOjysQysg0,RUMBO CAFE,19.3113367,-99.1850036,5.0,8,1,22.0,1,"[18, 41, 45, 11]",True,False,False,False,False,False,False
ChIJXbrA9Ar_zYURiir7-GbetpU,LA CHIQUITA,19.2970103,-99.1911166,4.1,10,1,10.0,1,"[18, 41, 11]",True,False,False,False,False,False,False
ChIJRyriRQD_zYURcFpOyM-huxA,GOURMET SOLUTIONS,19.2979247,-99.1941561,5.0,2,1,23.0,1,"[18, 41, 11]",True,False,False,False,False,False,False
ChIJFS3vUQABzoURnnExixVNyAk,MIGUEL ANGEL,19.3048575,-99.1804228,3.7,327,1,1.0,1,"[18, 41, 11]",True,False,False,False,False,False,False
ChIJr_1HJ_0BzoURlnWxKoaPV9U,MAISON KAYSER OFICINAS ELEKTRA Y BANCO AZTECA,19.2967472,-99.185951,5.0,22,1,24.0,1,"[70, 18, 41, 11]",True,False,False,False,False,False,False
ChIJyW_W984BzoUR8poPu8otLX4,DESAYUNOS EDWIN,19.3040147,-99.1800502,5.0,4,1,25.0,1,"[18, 11]",True,False,False,False,False,False,False
ChIJFWLkdz4BzoURwpIWTVHh2wY,RAD RUSH,19.3043779,-99.1896673,4.1,553,1,7.0,1,[25],True,False,False,False,False,False,False
ChIJH_-aVgb_zYURZudYwYsp1nA,LA BARRA PALACIO PERISUR,19.3036803,-99.1902066,3.8,236,1,26.0,1,[25],True,False,False,False,False,False,False
ChIJ2cO6B_P_zYURV-rPtLamh6I,CHAMPAGNE BAR MOET,19.304571,-99.1920684,3.6,29,1,14.0,1,[25],True,False,False,False,False,False,False
ChIJw15UcAABzoURGukRzeO9lYY,LA ESCONDIDA DRINKS SNACKS,19.3074846,-99.1871265,3.4,3967,1,27.0,1,[25],True,False,False,False,False,False,False
ChIJhRj8dgABzoURDRrHp9MSewE,IZTAPALAPA,19.3069496,-99.1861488,3.8,6,1,1.0,1,[25],True,False,False,False,False,False,False
ChIJtWLTCAABzoUR8OcMVg57x7E,POLANCO,19.3060642,-99.1825749,3.6,11,1,1.0,1,[25],True,False,False,False,False,False,False
ChIJ__-_0ncAzoURuUfXbbruans,CREPES & WAFFLES PERISUR CIUDAD DE MEXICO,19.303739,-99.190184,4.5,2837,1,2.0,1,"[70, 41, 11]",True,False,False,False,False,False,False
ChIJ2wBWfXYAzoURuw4xFI3owhQ,KRISPY KREME PERISUR,19.3041495,-99.1882396,4.1,537,1,13.0,1,"[70, 41, 11]",True,False,False,False,False,False,False
ChIJlWs4EwD_zYUR4RjoIyYzqnw,2DA SUCURSAL EL GLOBO,19.30488429999999,-99.1910086,4.0,1,1,1.0,1,"[70, 41, 11]",True,False,False,False,False,False,False
ChIJmS1dxpv_zYURnC6F-eSBJek,MARICU COCINA DULCE,19.3043388,-99.1918088,3.5,48,1,1.0,1,"[70, 41, 11]",True,False,False,False,False,False,False
ChIJq9lXxHcAzoURE5cwYBfVJxs,LE MACARON BOUTIQUE,19.3043784,-99.1918752,4.3,42,1,1.0,1,"[70, 41, 11]",True,False,False,False,False,False,False
ChIJ1ZOpF_sBzoURs1IAQa9SAeE,KRISPY KREME WALMART PERISUR,19.30640679999999,-99.1873094,3.7,21,1,28.0,1,"[70, 41, 11]",True,False,False,False,False,False,False
ChIJjxUTvAUBzoURcRdfvRObjyU,POSTREZA,19.3054879,-99.182835,4.2,36,1,29.0,1,"[70, 41, 11]",True,False,False,False,False,False,False
ChIJ1V5MWxz_zYURMdq53Jxv8Vg,MAI BAKERY REPOSTERIA,19.2979144,-99.1912674,4.2,25,1,10.0,1,"[70, 41, 11]",True,False,False,False,False,False,False
ChIJ6Tg0khIBzoUR6owT-MYapLI,LA HOGAZA DE TLON,19.2973845,-99.1874798,4.7,395,1,19.0,1,"[70, 41, 11]",True,False,False,False,False,False,False
ChIJz6E6fXYAzoURO-eSu-K4FB8,WALMART,19.3063286,-99.1872956,4.2,19803,1,2.0,2,"[24, 10, 19, 41, 11]",False,True,False,False,False,False,False
ChIJxZfE5XgAzoUR2KjBowRBinY,SERVISOL,19.2970766,-99.1878021,4.9,7,1,19.0,2,"[10, 19, 41, 11]",False,True,False,False,False,False,False
ChIJjxKttWkAzoURrjlv5sk4vLM,OXXO CUICUILCO MEX,19.3039373,-99.1800896,3.8,179,1,25.0,2,"[39, 5, 58, 64, 41, 11]",False,True,False,False,False,False,False
ChIJT8JwIdv_zYUR7efUIovmALY,LA EUROPEA PEDREGAL,19.30304989999999,-99.1971616,4.4,781,1,7.0,2,"[59, 11, 41]",False,True,False,False,False,False,False
ChIJqbumKnYAzoURkimJxAm3PdI,EL PALACIO DE HIERRO,19.3043007,-99.1918192,4.5,13695,1,7.0,2,"[24, 16, 41]",False,True,False,False,False,False,False
ChIJH71Zw3cAzoURM11f9zU-Wrs,ALDO CONTI ITALIA,19.3043723,-99.189428,4.3,593,1,7.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJ____P9z_zYUR9lWb4pFpvPM,CH CAROLINA HERRERA,19.3043615,-99.1917345,4.5,276,1,7.0,2,"[27, 16, 41]",False,True,False,False,False,False,False
ChIJvf3Dh9j_zYUR68FX9hBaBH8,FERRIONI,19.3044699,-99.1907331,4.2,31,1,7.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJp-BELnYAzoURSpKWvuhA6ic,IVONNE,19.3044484,-99.1893323,4.5,107,1,1.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJZ46WKXYAzoURMeVzAaNLWtI,BANANA REPUBLIC,19.3043779,-99.1896673,4.5,125,1,30.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJKZV7KXYAzoURgmYZ-yrbAvo,BERSHKA,19.3043498,-99.1896499,4.2,1421,1,6.0,2,"[16, 27, 41]",False,True,False,False,False,False,False
ChIJr1EkLnYAzoURE-cC1PnTzNM,VICTORIA'S SECRET,19.30439969999999,-99.1892346,4.4,279,1,1.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJ3_wHNHYAzoUR9zXFAMEtaig,LEVI’S,19.3043652,-99.1889986,4.3,199,1,2.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJWTewh9j_zYURaW_pWYDf8T4,SHASA,19.3044262,-99.1900783,4.1,614,1,1.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJ-XJ-LnYAzoURbNRCLSqE3Cc,AMERICAN EAGLE,19.3040673,-99.1897715,4.5,809,1,7.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJAU6Wjdj_zYURcnkwCwdWCOg,FULLSAND CENTRO COMERCIAL PERISUR,19.3040654,-99.18904,4.6,140,1,2.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJPVKtzHcAzoUROLvkkHs_jVA,DIOR BACKSTAGE STUDIO MEXICO,19.3041973,-99.1887492,4.2,105,1,1.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJJ71T03cAzoURuCkbUNXuFzE,CALVIN KLEIN,19.3038585,-99.1895206,4.5,244,1,2.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJjUcxgNj_zYURdfg9aa-IuHA,CHICCO,19.3039244,-99.190446,4.4,10,1,2.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJ589oftj_zYURz94bjejfydQ,SAINT LAURENT,19.3036803,-99.1902066,4.4,323,1,7.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJwTcHu-r_0YURaSb6wvfxjDg,"ADIDAS STORE MEXICO CITY, CENTRO COMERCIAL PERISUR",19.30368,-99.19021,4.2,799,1,7.0,2,"[27, 16, 41]",False,True,False,False,False,False,False
ChIJZU5siNj_zYUREegqtb5SDV0,MAX MARA CIUDAD DE MEXICO CENTRO COMERCIAL PERISUR,19.3039468,-99.1906338,4.5,4,0,17.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJNURAidj_zYUR88AcxrrCECg,LIZ MINELLI,19.3041029,-99.1908438,4.2,134,1,7.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJQy_2gNj_zYURQ-7QVt60eKo,PINEDA COVALIN,19.3042283,-99.1910093,4.5,54,1,1.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJw3lBi9j_zYURVOPlUCjGbp8,BIMBA Y LOLA,19.3042187,-99.1911912,4.4,54,1,13.0,2,"[16, 27, 6, 41]",False,True,False,False,False,False,False
ChIJdd45gtj_zYURzmFu5PCtXzU,DESIGUAL,19.3045228,-99.1913546,4.6,189,1,1.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJW8xSgNj_zYURNCRyk7ce2xg,SCAPPINO,19.3041474,-99.191363,4.4,145,1,31.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJuVnrg9j_zYURVWfDaLvpxX4,MANGO,19.3041153,-99.1913598,4.4,352,1,2.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJVVVVhdj_zYURKalFYOmJM4s,ADOLFO DOMINGUEZ,19.3039838,-99.1918402,4.6,9,1,7.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJkTUwCb__zYURob2Jw93Rd5M,CALZEDONIA,19.3027139,-99.1962245,3.0,2,1,13.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJxdPNJ3YAzoURSRpcIgruLOs,HIGH LIFE PERISUR,19.3043467,-99.1895221,4.0,85,1,2.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJIWonMXYAzoURhRRnp7s84c4,ROBERT'S,19.304345,-99.1895193,4.3,133,1,2.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJ5eXcxHcAzoURL8HJXlJgNAQ,CARLO GIOVANNI,19.30434619999999,-99.1905704,4.7,454,1,7.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJeQbMCPIBzoURTZUpIdO7iXE,AERIE,19.3044085,-99.1895158,2.3,4,1,2.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJHbZmjP0BzoURQv_Qw0pFzW8,BROWNIE - PDH PERISUR,19.3044085,-99.1895158,3.6,34,1,7.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJX-EZNMMBzoUR_U6pQrLS4ck,SIMORRA MEXICO PALACIO DE HIERRO PERISUR,19.3044085,-99.1895158,3.0,2,1,7.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJR6Bv3Xz_zYUR3Rc1pD05jvI,VALENTINO EL PALACIO DE HIERRO PERISUR,19.3044085,-99.1895158,4.5,22,1,7.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJSSiJg0sBzoURg_JgtZLwErw,TIMBERLAND,19.30439029999999,-99.1895564,4.1,58,1,1.0,2,"[27, 16, 41]",False,True,False,False,False,False,False
ChIJkWd28vEBzoURs1k-P0H7lns,NEW ERA | PERISUR,19.3043779,-99.1896673,3.7,14,1,7.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJVVURKXYAzoURDPHZGlWaUjI,JACK&JONES - LIVERPOOL PERISUR,19.3043779,-99.1896673,4.1,553,1,7.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJqQ7BMXYAzoURcRFOHhUcpkM,LACOSTE BOUTIQUE PERISUR,19.3043945,-99.1891413,4.8,171,1,13.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJRw8NqIf_zYURYtnmKujdO4w,GOLDEN GOOSE MEXICO CITY PDH PERISUR,19.3042758,-99.1896583,5.0,1,1,7.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJl_fUgdj_zYUR7R24jcjHbLw,MASSIMO DUTTI,19.3045561,-99.1900935,4.4,402,1,2.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJZ2E3gtj_zYURBkkgtEGkPTY,SFERA PERISUR,19.3044727,-99.1900868,4.4,1245,1,2.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJ4auSuSYBzoURzEUYlAA2L3Q,PARFOIS,19.3044325,-99.1887947,3.8,12,1,1.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJbVjMigX_zYUR2ByXWM_eCLg,FERRAGAMO,19.3042031,-99.1900035,5.0,1,1,2.0,2,"[27, 16, 41]",False,True,False,False,False,False,False
ChIJ5291jFn_zYURMnh68h_CUCI,STRADIVARIUS,19.3041755,-99.1890147,3.8,75,1,6.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJi9Rgw3cAzoURfnRTrsnmUv8,PULL&BEAR,19.3041755,-99.1890147,4.2,516,1,6.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJHdRgw3cAzoURJidync30zGk,ZARA,19.3041755,-99.1890147,4.2,2699,0,6.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJy5jHdb7_zYURQ0Y4Jdp7Hz4,HUGO SHOP,19.3039155,-99.1897105,4.3,93,1,14.0,2,"[16, 27, 41]",False,True,False,False,False,False,False
ChIJjdfXhkj_zYUR_iKHlBHizCA,JOYERIA ARISTOCRAZY PALACIO DE HIERRO PERISUR,19.3040107,-99.1900659,5.0,2,1,17.0,2,"[6, 16, 41]",False,True,False,False,False,False,False
ChIJi9Rgw3cAzoURc7Pbeg3jlEk,BENETTON,19.3038278,-99.189624,4.5,125,1,2.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJ6-EAK3YAzoUReU4TE1HyUIg,OYSHO,19.3041323,-99.190383,4.2,123,1,6.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJPziQXAABzoURk9dNCcTiOmo,LULULEMON,19.3042783,-99.1905014,4.0,13,1,2.0,2,"[16, 41]",False,True,False,False,False,False,False
