nombre_colonia,id_colonia
CUAHUTEMOCZIN NO. 6 ESQ. SOR JUANA INES DE LA CRUZ,221
1A SECCION,222
CERRADA EMILIANO ZAPATA 153BIS,223
AYUNTAMIENTO 24-LOCAL A,224
MIGUEL HIDALGO NO 167,225
SOR JUANA INES DE LA CRUZ 8,226
AVENIDA FUENTES BROTANTES 201-BLOQUE F INT,227
1ERA SECCION,228
MONTE DE FUNIAR,229
JARDINES DEL AJUSCO,230
CARLOS LAZO LOCAL 341,231
HEROES DE PADIERNA,232
LUIS ECHEVERRIA A. 39,233
MIGUEL HIDALGO 3RA SECCION,234
PERIFERICO SUR 4421,235
ANILLO PERIFERICO 4407,236
PICO DE VERAPAZ,237
ANILLO PERIFERICO BOULEVARD ADOLFO LOPEZ MATEOS 4293-INT. 300,238
JARDINES EN LA MONTAOA,239
GARDENS IN,240
PICO DE SORATA 332,241
CAMINO AL BOSQUE,242
7QQV+RQ,243
LOMAS DE TEPEMECATL,244
LUIS ECHEVERRIA A.,245
PERIFERICO SUR 4020-LOCAL 30,246
COMERCIO L14,247
AVENIDA DE LAS FUENTES 569,248
FUENTES DEL PEDREGAL,249
ANILLO PERIFERICO 4090,250
PERIFERICO SUR 4124,251
CP 01900,252
EQUIPAMIENTO PERIFERICO PICACHO AJUSCO CANAL 13,253
COL. FUENTES DEL PEDREGAL,254
PERIFERICO SUR 4020-LOCAL 5 A,255
PERIFERICO SUR 4020-LOCAL 8B,256
PROGRESO TIZAPAN,257
01900 CIUDAD DE MEXICO,258
AVENIDA DE LAS FUENTES,259
DZIBALCHEN MZ 2-LT 24,260
PERIFERICO SUR 4020,261
PERIFERICO SUR 3996,262
AVENIDA DE LAS FUENTES 556,263
ANILLO PERIFERICO BOULEVARD ADOLFO LOPEZ MATEOS 4020-LOCAL 1-A,264
RINCON DEL PEDREGAL,265
MONTANA,266
TIZAMPAMPANO,267
ANILLO PERIFERICO,268
ADOLFO RUIZ CORTINEZ,269
CAMINO AL AJUSCO 72,270
PIEDRA 199,271
PERIFERICO SUR LOCAL 4,272
PLAZA SANTA TERESA,273
LOMAS DE ALTA VISTA,274
NIEVE 358,275
COL. MIXCOAC,276
LOMAS DE PADIERNA,277
PERIFERICO SUR 4091,278
15-18,279
CIUDAD DE MEXICO,280
CRATER 823-2NDO PISO,281
PERIFERICO SUR 1021,282
ANILLO PERIFERICO 4308-PISO 2,283
COLEGIO 4020-LOCAL 19-A,284
A RUIZ CORTINEZ 4020 INT. LC S1-C M1,285
AVENIDA DE LAS FUENTES 550,286
AVENIDA PASEO DEL PEDREGAL 1331,287
PERIFERICO SUR 4020-LOCAL 32-C,288
CAMPESTRE ARAGON,289
MEXICO,290
LOCAL 1,291
AVENIDA DE LAS FUENTES 567,292
PLAZA ACORA PEDREGAL,293
LOCAL A PLANTA ALTA,294
MARTE,295
AVENIDA DE LAS FUENTES 569 B,296
PERIFERICO SUR 3395,297
PERIFERICO SUR 4121,298
PERIFERICO SUR # 4124,299
BLVD. ADOLFO RUIZ CORTINEZ NO. 4020 LOC. 4 Y 5 4020,300
COLEGIO 330,301
CAMINO SANTA TERESA 1579,302
VEREDA 90,303
CAMINO SANTA TERESA 71,304
PERIFERICO SUR OFICINA 406,305
PERIFERICO SUR 1600,306
EMILIO PORTES GIL,307
JARDINES DE LA MONTANA,308
PERIFERICO SUR 4080,309
ANILLO PERIFERICO SUR 4100,310
SAN BARTOLO EL CHICO,311
PERIFERICO SUR 3642,312
PICACHO AJUSCO 89,313
CARRETERA PICACHO-AJUSCO 72-C,314
ANILLO PERIFERICO BOULEVARD ADOLFO LOPEZ MATEOS 4284,315
PERIFERICO SUR 4284,316
AVENIDA CIUDAD UNIVERSITARIA 307-F,317
LA OTRA BANDA,318
LORETO Y CAMPAMENTO,319
AVENIDA SAN JERONIMO,320
CALLE IGLESIA S/N,321
SAN ANGEL,322
TIZAPAN SAN ANGEL,323
AVENIDA SAN JERONIMO 393,324
TIZAPAN,325
CALLE IGLESIA 270,326
BARRIO DE,327
IGLESIA 160,328
CASCADA 269,329
CICLON 1,330
EN PLANTA BAJA,331
AVENIDA REVOLUCION 2015,332
COYOACAN,333
CERRADA GRUTA 19,334
IGLESIA 205,335
AVENIDA SAN JERONIMO 273,336
AVENIDA SAN JERONIMO 190,337
AVENIDA SAN JERONIMO 240-LOCAL 11,338
CASCADA 405,339
AVENIDA SAN JERONIMO 240,340
8RM7+93,341
AVENIDA SAN JERONIMO 252,342
CALLE IGLESIA 2-PB,343
AVENIDA SAN JERONIMO 414,344
SAN JERONIMO LIDICE,345
AVENIDA SAN JERONIMO 369-PISO 1,346
04510,347
AVENIDA SAN JERONIMO 162,348
SAN MIGUELITO,349
AVENIDA CIUDAD UNIVERSITARIA,350
CIRCUITO ESCOLAR 5000,351
COPILCO EL ALTO,352
PEDREGAL DE SANTO DOMINGO,353
JILOSUCHIL 128,354
JICOTE,355
GUAMUCHIL 109,356
04369,357
MALACACHON 10,358
PASO DE C U 110-A,359
PASEO DE CEU 97,360
AVENIDA ANTONIO DELFIN MADRIGAL 236-B,361
XOCHIAPAN,362
AMATL 163,363
AVENIDA ANTONIO DELFIN MADRIGAL 330,364
CICALCO S/N,365
AVENIDA UNIVERSIDAD 3000,366
XOCHIAPAN 171,367
CARLOS GONZALEZ PENA 14A,368
PASCLE 212,369
TOLTECAS MZA 37,370
COPAL 215,371
JILOTZINGO #130,372
AHUEJOTE #99,373
AVENIDA ESCUINAPA 61,374
AVENIDA ANACAHUITA #103,375
AHUACAN S-N,376
AVENIDA ESCUINAPA 140,377
AVENIDA ANACAHUITA 58,378
ACATEMPO ESQ,379
PASO DE C U 68,380
XOCHIAPAN 112,381
AHUANUSCO 100,382
AVENIDA ANACAHUITA 152,383
AVENIDA ANACAHUITA 36,384
AHUANUSCO 86,385
COPAL 194,386
CANAHUTLI # 417,387
ZIHUATLAN 16,388
AHUEJOTE 437,389
AVENIDA ESCUINAPA 124,390
PAPALOTL,391
AVENIDA ANTONIO DELFIN MADRIGAL 14,392
ESPANOL,393
AVENIDA ESCUINAPA 240,394
CANACUATE 70,395
CALLE FELIPE VILLANUEVA 2012-INT 7,396
PAPALOTL 529,397
ALFONSO PRUNEDA,398
AVENIDA ANACAHUITA 49,399
MAYAS,400
AVENIDA ANTONIO DELFIN MADRIGAL 60,401
CALLE MOMOLUCO 49BIS,402
EZEQUIEL ORDONEZ 138,403
DEL PUMABUS,404
AHUANUSCO 99,405
PAPALOTL 271,406
ZAPOTECAS,407
AVENIDA ANTONIO DELFIN MADRIGAL 33,408
CANAHUTLI 450,409
NACAHUTKAN 65,410
AVENIDA ANACAHUITA 41,411
GUAMUCHIL,412
CAMELLON EN AV. ANTONIO DELFIN MADRIGAL SIN NUMERO,413
INTEGRACION LATINOAMERICANA,414
AHUANUSCO 3-LOCAL 3,415
AVENIDA ESCUINAPA 132,416
AV ANACAHUIRA NO. 223 COL,417
AVENIDA ANACAHUITA 467,418
CANAUTLI MZ 6 LT 26,419
AVENIDA ESCUINAPA 167-35B,420
AVENIDA ANACAHUITA 264,421
AVENIDA ESCUINAPA 10,422
AILE # 101 ENTRE COYAMEL Y ESCUINAPA,423
JICOTE 123-BIS,424
AVENIDA ANACAHUITA 265,425
AVENIDA ANACAHUITA 255,426
PETACALCO,427
CERRADA CHALCHICOMULA,428
GUAMUCHIL 127,429
XOCHIAPAN 86,430
CALLE ILAMA 97,431
AVENIDA ANTONIO DELFIN MADRIGAL 70,432
CALLE ILAMA 188B,433
STO. DOMINGO,434
AMEZQUITE 100,435
PASCLE 370,436
JIUMATE 61,437
TEJAMANIL 61,438
EZEQUIEL ORDONEZ 72,439
INVESTIGACION CIENTIFICA,440
JIUMATE 79,441
EZEQUIEL ORDONEZ 12,442
TEPEYAUCLE 35C,443
TEJAMANIL SN,444
PIPIZAHUA 31,445
ZAPOTECAS 345,446
CIRCUITO DE LA INVESTIGACION CIENTIFICA​​,447
CIRCUITO DE LA INVESTIGACION S/N O,448
NUSTEPEC MZ 12-LT 26,449
GUAMUCHIL 148,450
AVENIDA ANACAHUITA 222 BIS,451
JILOTZINGO 59,452
TEJAMANIL 202,453
PASEO DE CEU 117,454
AHUEJOTE 289,455
ZIHUATLAN #39,456
LUIS G. DE LEON 62,457
TEPEYAUCLE 101,458
REY MOCTECUZOMA 2,459
COYAMEL 109-35B,460
JECUITE 33,461
04369 EL PASO,462
PASEOS DE CEU 82,463
TEPEYAUCLE 30,464
AVENIDA ANTONIO DELFIN MADRIGAL 120,465
CICALCO 125-MZ.1 LT.10,466
AVENIDA ANTONIO DELFIN MADRIGAL 135,467
COPAL,468
JOYAS DEL PEDREGAL,469
SANTA URSULA COAPA,470
CALZADA DE TLALPAN 4349,471
HUIPULCO,472
CALZADA DE TLALPAN 4385,473
PEDREGAL DE SANTA URSULA,474
EL CARACOL,475
CIRCUITO ESTADIO AZTECA,476
EXEJIDO DE SANTA URSULA COAPA,477
CANTERA PUENTE DE PIEDRA,478
BOSQUES DE TETLAMEYA,479
BELISARIO DOMINGUEZ,480
CANTIL DEL PEDREGAL,481
PUEBLO QUIETO,482
MARTE 14,483
AV. RENATO LEDUC & PUENTE DE PIEDRA,484
PLUTON 7,485
MEDIA LUNA,486
PUENTE DE PIEDRA 150,487
AVENIDA RENATO LEDUC 209,488
BELISARIO DOMINGUEZ SECCION 16,489
COMUNEROS SANTA URSULA,490
CALZADA MEXICO-XOCHIMILCO 118-PLANTA BAJA,491
CALLE CHIMALCOYOTL 29,492
AVENIDA ACUEDUCTO,493
CALZADA MEXICO-XOCHIMILCO 28 BIS,494
FRAY PEDRO DE GANTE 59,495
PERIFERICO SUR 5938-PRIMER PISO,496
14370,497
SAN ALEJANDRO,498
CALZADA DE TLALPAN 4350,499
MOCTEZUMA 12,500
CALZADA DE TLALPAN 4372-LOCAL 2,501
SAN GABRIEL ESQUINA,502
20,503
CALZADA DE TLALPAN 4492,504
VASCO DE QUIROGA 35A,505
HUIPULCO 44,506
SAN CASTULO MZ656 LT30,507
SAN BENJAMIN,508
DEL RIO,509
CALZADA DE TLALPAN 4683,510
JOSE MARIA MORELOS 9,511
CASA 425,512
CALZADA DE TLALPAN 4456,513
ANILLO PERIFERICO 8,514
14370 CIUDAD DE MEXICO,515
GRAN SUR R 06,516
MOCTEZUMA,517
BOULEVARD GRAN SUR 5550-LOC. L 82,518
SAN ALEJANDRO 14,519
CALZADA DE TLALPAN 4372,520
CALLE CHIMALCOYOTL 14,521
JOSE MARIA MORELOS 4456-LOCAL 14,522
CALZADA DE TLALPAN 4502,523
PERIFERICO SUR 5480,524
CERRADA SAN JUAN BOSCO 2,525
PRIMERA CERRADA DE AVENIDA DEL IMAN SN,526
CALZADA DE TLALPAN 4490,527
CALZADA DE TLALPAN 4703,528
PERIFERICO SUR 5550,529
CALZADA MEXICO-XOCHIMILCO 16,530
CALZADA DE TLALPAN 4450,531
14049 CIUDAD DE MEXICO,532
AVENIDA DEL IMAN 769,533
FRAY PEDRO DE GANTE 21,534
FRAY PEDRO DE GANTE 2,535
FRAY PEDRO DE GANTE 122,536
PENA POBRE 9 LOCAL A PB,537
DISTRITO FEDERAL,538
TIERRA 12-LOCAL B,539
AVENIDA RENATO LEDUC 241,540
PERIFERICO SUR 5940-PLANTA BAJA LOCAL A,541
AVENIDA RENATO LEDUC NO.174-INT.203,542
CALZADA DE TLALPAN 4585 CONSULTORIOS SAN JUAN DE DIOS 5 COL TORIELLO GUERRA ALCALDIA TLALPAN C.P. 14050,543
CALZADA DE TLALPAN 4458,544
PERIFERICO SUR 4999,545
CUAUNACASTLA,546
PRIMERA CERRADA DE AVENIDA DEL IMAN,547
AVENIDA RENATO LEDUC 148-2 PISO,548
AVENIDA RENATO LEDUC 151-1,549
FRAY PEDRO DE GANTE 3-INTERIOR 1,550
CALZADA MEXICO-XOCHIMILCO 118,551
CALLEJON CARRASCO MZ 1-LT 22,552
PRIMERA ENTRADA,553
LUIS MURILLO 98,554
ZOQUITAL MZ 18 LT 24 COL,555
CALZADA DE TLALPAN 4725,556
FRAY PEDRO DE GANTE 122-SECCION 16,557
APONECAS,558
CALLE PENA POBRE,559
SAN JORGE MZ 817-LT 1,560
BOULEVARD GRANSUR 100,561
CALZADA DE TLALPAN 4085,562
STA. URSULA,563
PERIFERICO SUR 5476,564
PUENTE DE PIEDRA 150 TORRE 2 PLANTA BAJA,565
CALZADA DE TLALPAN 4317,566
AVENIDA RENATO LEDUC 220,567
JOSE APOLINAR NIETO,568
CALZADA DE TLALPAN 4353,569
CALZADA DE TLALPAN 3604,570
PUENTE DE PIEDRA 29,571
BUTACARIS 39,572
CUAUHTEMOC SN,573
CIUDAD JARDIN,574
CHICA NO. 12,575
SAN EMETERIO L6,576
29,577
PERIFERICO SUR 5478,578
SAN JORGE,579
MERCURIO MANZANA 5-LOTE 7 Y 8,580
LAZARO CARDENAS 27,581
CIRCUITO ESTADIO AZTECA 30,582
XOCHIMILCO,583
SANTO TOMAS L13,584
SEXTA CERRADA DE AVENIDA DEL IMAN MZ3-1RA,585
CALZADA MEXICO-XOCHIMILCO 62-LOCAL 7,586
4A. CERRADA DEL IMAN,587
14040,588
FRAY PEDRO DE GANTE 14,589
CERRADA SAN JUAN BOSCO,590
SAN BENJAMIN 332,591
NINO JESUS,592
CALLE PENA POBRE 130,593
CARRETERA LIBRE A CUERNAVACA 5581,594
TLALCOLIGIA,595
SAN PEDRO MARTIR,596
MIRADOR 3RA SECCION,597
PEDREGAL DE LAS AGUILAS,598
MIXTECOS 254,599
CALLE OTOMIES 199,600
TARAHUMARAS 1,601
ZAPOTECAS LOCAL B,602
VOLCANES,603
PEDREGAL SANTA URSULA XITLA,604
KARTALA,605
CALLE OTOMIES 156,606
SANTA URSULA XITLA,607
CALLE OTOMIES 233,608
YAQUIS & ZAPOTECAS,609
CHIMALCOYOTL 3,610
14440,611
CALLE DILIGENCIAS 102-C,612
5 DE MAYO Y DILIGENCIAS 5994,613
MIRADOR 1RA SECCION,614
RESIDENCIA LA LOMA 12C,615
MIRADOR 2DA SECCION,616
CARRETERA FEDERAL A CUERNAVACA 5320,617
MESA LOS HORNOS,618
CHIMALCOYOTL,619
SUR,620
AZUCENA,621
TEMAXTITLA,622
CHIMALCOYOC,623
3 DE MAYO,624
CHIMALCOYOTL 5343,625
NAHOAS 18,626
NAHOAS 27,627
CAMINO A SAN PEDRO MARTIR #24 MANZANA #18 LOTE 20 CAMINO A SAN PEDRO MARTIR #24,628
NARDO 4,629
AVENIDA 5 DE MAYO 55,630
EL TRIUNFO,631
COLONIA LOS HORNOS,632
AHUALTEPEC,633
CALLE VICENTE GUERRERO 36,634
CERRO COLORADO I,635
MIRADOR 1ER SECC,636
CARRETERA FEDERAL A CUERNAVACA 5614,637
LOS HORNOS,638
CALLE VICENTE GUERRERO 23,639
LOTE 2,640
AVENIDA 5 DE MAYO 165,641
ZAPOTECAS ESQ,642
ZAPOTECAS 45,643
QUICHES,644
ZEMPOALTECAS 69,645
CAMINO A SAN PEDRO A,646
YAQUIS,647
TEPEHUANOS S/N ESQUINA OTOMIES MERCADO TLALCOLIGIA LOCAL 1,648
VOLCAN IZTACCIHUATL,649
LA LOMA COL,650
CARRETERA FEDERAL A CUERNAVACA,651
CLAVEL NORTE 24,652
AZUCENA S/N ESQUINA DEL ROSAL MERCADO SAN PEDRO MARTIR LOCAL 48,653
AZUCENA S/N ESQUINA DEL ROSAL MERCADO SAN PEDRO LOCAL 4,654
27,655
VOLCAN MAYON,656
CALLE DE ROSAL,657
VOLCAN MAYON 12,658
46,659
CHIMALCOYOC SAN MIGUEL TEHUISCO,660
SAN ANDRES TOTOLTEPEC,661
VOLCAN IZTACCIHUATL 83-PLANTA BAJA,662
AVENIDA 5 DE MAYO 65,663
CALLE OTOMIES,664
CHIMALCOYOTL 1250,665
MIRADOR,666
AVENIDA LACANDONES 135,667
TLAHUICAS 33,668
VOLCAN IZTACCIHUATL 45,669
COLONIA PEDREGAL DE,670
CAMINO A SAN PEDRO 20,671
NARDO 18,672
VOLCAN MAYON 36,673
VIOLETA ESQUINA,674
YAQUIS 17,675
AVENIDA LACANDONES 109,676
ZAPOTECAS MZ 1 LT 24 INT,677
MIMBRENOS 26,678
CHIMALCOYOTL 5100,679
LA LOMA 20,680
CARRETERA FEDERAL A CUERNAVACA 5626,681
AVENIDA INSURGENTES CENTRO 5100,682
CARRETERA FEDERAL A CUERNAVACA 5667,683
CHIMALCOYOTL 46,684
TLAHUICAS MZ7. LT.11,685
AVENIDA LACANDONES 155,686
AVENIDA LACANDONES 94,687
CALLE VOLCAN ELBRUZ 39,688
TECORIPA 39,689
ORQUIDEA #4,690
AVENIDA INSURGENTES SUR 4303,691
MANZANA 37 LOTE 2,692
REY YUPANQUI,693
VOLCAN HIMALAYA ESQUINA,694
D.F CHIMALCOYOC,695
VOLCAN AJUSCO 7,696
VESUBIO 7,697
MOPANES 18,698
LEYES DE REFORMA,699
VOLCAN CHOCKAI M-B L-13,700
CALLE CACHIQUILES 4,701
CARRETERA FEDERAL A CUERNAVACA 5595-LOCAL A,702
YAQUIS 60,703
CUCHILLA DE PADIERNA,704
LA PRIMAVERA,705
MIGUEL HIDALGO 4TA SECCION,706
CRUZ DEL FAROL,707
CALLE 9,708
14248,709
CARRETERA PICACHO-AJUSCO,710
4° SECC,711
LOMAS HIDALGO,712
CHIMILLI,713
PARAJE 38,714
MIGUEL HIDALGO AMPLIACION,715
CALLE BARBERO DE SEVILLA,716
ESQUINA ORQUIDEAS 19,717
AMPLIACION MIGUEL HIDALGO,718
LOMAS DEL PEDREGAL,719
RINCON DEL MIRADOR I,720
DURAZNOS 6,721
AMPLIACION SAN MIGUEL AJUSCO,722
CARRETERA PICACHO-AJUSCO KM7,723
MIRADOR L,724
ENCINOS 136,725
CHABACANOS 32,726
CULTURA MAYA O LOPEZ PORTILLO,727
MIGUEL HIDALGO KM 4-5,728
CARRETERA PICACHO-AJUSCO 1366-KM4.8,729
FIGARO 5,730
CARDOS 4A,731
OCOTE,732
TULE 13,733
CARRETERA PICACHO-AJUSCO 1690,734
COLONIA CHILILLI,735
CALLE CARLOS DARWIN,736
CARDOS,737
MIRADOR 1,738
LOTO 23,739
CALLE PASEO DE GIRASOL 21,740
AKIL MZ 33 LT22,741
ACANCEH Y,742
COL MIRADOR 1,743
JOSE GARCIA PRECIAT 941-MZ 49 LT 17,744
ABEL QUEZADA 30,745
AMPLIACION MIGUEL HIDALGO 4A. SECCION,746
CARRETERA PICACHO-AJUSCO 1457,747
MIGUEL HIDALGO 2A. SECCION,748
POLKAS 4,749
CALLE 8,750
CUCHILLA,751
CARRETERA PICACHO-AJUSCO 21,752
PASEO MARGARITAS,753
CARRETERA PICACHO-AJUSCO 201 4,754
14250,755
AVENIDA 1 MANZANA 3 LOTE 14 MIGUEL HIDALGO,756
HECELCHAKAN,757
CARRETERA PICACHO-AJUSCO KM 6 .5,758
CERRADA DE EMPRESA EJIDAL 31,759
CARDOS 17,760
CARRETERA PICACHO-AJUSCO KM 4.5,761
AMATENANGO 71,762
CDA. FRESNO 16,763
JOSE GARCIA PRECIAT 55,764
CALLE 6 33,765
MONTE ALEGRE KM.14.5,766
CARRETERA PICACHO-AJUSCO 175,767
CALLE 5 S/N,768
CRUZ DEL FAROL 40,769
MIRADOR UNO,770
UVM,771
LUIS ECHEVERRIA ESQUINA AVELARDO RODRIGUES AMPLIACION,772
YUKALPETEN SUR NO. 92,773
CARRETERA PICACHO-AJUSCO 1016,774
ICAICHE MZ5 LT19 COLONIA,775
14250 COLONIA AMPLIACION,776
